lat,lon,river_name,wse
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
-999999999998.99987793,-999999999999.0000000,no_data,-999999999999.00000
46.91709091,-124.0760364,no_data,-0.45397
46.92009032,-124.0739312,no_data,-0.46490
46.92040748,-124.0711994,no_data,-0.39783
46.92422436,-124.0698578,no_data,-0.47484
46.92339176,-124.0666885,no_data,-0.40397
